title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
VØID,N,57.06,60,65.03,135.75,21.34,23.93,684,SOFLAN
VØID,H,85.75,92.85,77.79,158.97,44.79,54.14,1028,SOFLAN
VØID,A,142.82,140.78,104.42,180.12,115.09,130.5,1712,SOFLAN
FLARE -炎舞- ft.Nana Takahashi,N,42.01,37.14,24.03,0,5.93,14.8,573,NOTES
FLARE -炎舞- ft.Nana Takahashi,H,70.46,60,36.85,0,8.75,40.62,961,NOTES
FLARE -炎舞- ft.Nana Takahashi,A,106.68,87.14,41.13,0,13.12,106.36,1455,NOTES
No Border,N,45.11,44.28,7.81,0,0,12.83,589,NOTES
No Border,H,77.58,78.57,10.04,0,0,44.86,1013,PEAK
No Border,A,145.14,136.84,20.64,0,0,140.73,1895,NOTES
輪廻の鴉,N,41.64,38.57,12.83,0,0,9.2,520,NOTES
輪廻の鴉,H,72.87,67.14,21,0,0,46.02,910,NOTES
輪廻の鴉,A,111.95,102.63,28.58,0,0,107.86,1398,NOTES
STRAIGHT TO THE STARS,N,42.75,37.14,28.21,0,0,10.37,530,NOTES
STRAIGHT TO THE STARS,H,70.91,60,25.86,0,0,21.51,879,NOTES
STRAIGHT TO THE STARS,A,121.5,111.84,42.32,0,0,110.66,1506,NOTES
Xerulean,N,59.04,57.14,29.3,0,2.34,10.8,690,NOTES
Xerulean,H,89.77,109.21,72.32,0,29.84,51.77,1049,PEAK
Xerulean,A,154.13,167.85,132.23,0,54.53,137.32,1802,PEAK
Peng-Ging Sky High!!,N,45.88,41.42,32.81,0,0,27.41,550,NOTES
Peng-Ging Sky High!!,H,62.23,47.14,36.46,0,0,41.64,746,NOTES
Peng-Ging Sky High!!,A,111.44,97.14,43.15,0,0,107.54,1336,NOTES
サヨナラ・ヘヴン-Celtic Chip Dance Mix-,N,38.5,31.42,13.99,0,0,7.6,461,NOTES
サヨナラ・ヘヴン-Celtic Chip Dance Mix-,H,64.73,50,28.6,0,0,43.14,775,NOTES
サヨナラ・ヘヴン-Celtic Chip Dance Mix-,A,110.17,92.85,32.86,0,15.06,113.23,1319,CHORD
VOLAQUAS,N,51.34,50,14.51,0,3.12,17.2,670,NOTES
VOLAQUAS,H,85.75,82.85,19.54,0,6.48,47.23,1119,NOTES
VOLAQUAS,A,151.86,139.47,55.83,0,18.59,149.22,1982,NOTES
7 Colors,N,31.17,27.14,6.42,0,0,1.4,318,NOTES
7 Colors,H,59.5,52.85,9.28,0,0,12.71,607,NOTES
7 Colors,A,95.09,75.71,14.99,0,0,69.18,970,NOTES
■□模様,N,39.6,42.85,18.65,0,0,10.4,495,PEAK
■□模様,H,62.56,57.14,32.05,0,9.06,32.87,782,NOTES
■□模様,A,106.96,90,45.46,0,30.14,101.05,1337,NOTES
LADS,N,38.22,38.57,43.47,0,0,20.78,474,SCRATCH
LADS,H,67.25,58.57,45.82,0,0,56.07,834,NOTES
LADS,A,93.13,82.85,45.82,0,0,103.01,1155,CHORD
Meissa,N,40.55,37.14,7.62,27.61,1.4,13.77,465,NOTES
Meissa,H,72.04,67.14,15.25,71.97,6.25,34.82,826,NOTES
Meissa,A,125.16,135.52,21.6,90.04,42.5,106.48,1435,PEAK
雨のちパノラマセカイ,N,33.36,37.14,41.2,0,0,17.75,413,SCRATCH
雨のちパノラマセカイ,H,58.25,62.85,47.09,0,0,55.46,721,PEAK
雨のちパノラマセカイ,A,89.84,81.42,57.68,0,0,106.85,1112,CHORD
Bad Encryption,N,57.7,67.14,29.14,0,4.68,17.35,678,PEAK
Bad Encryption,H,86.38,94.28,47.12,0,1.4,53.17,1015,PEAK
Bad Encryption,A,138.97,164.28,113.64,0,28.43,137.99,1633,PEAK
Beyond Evolution,N,57.48,71.42,25.58,0,33.48,24.95,753,PEAK
Beyond Evolution,H,101.67,106.57,38.93,0,98.03,64.19,1332,PEAK
Beyond Evolution,A,168.79,200,90.09,0,173.93,154,2216,PEAK
Programmed Genom,N,44.77,50,14.88,0,0,5.6,570,PEAK
Programmed Genom,H,64.88,64.28,26.9,0,0,23.07,826,NOTES
Programmed Genom,A,95.36,92.85,52.08,0,0,80.31,1214,NOTES
kors k's How to make OTOGE CORE 「LONG」,N,46.18,41.42,39.36,0,6.25,15.03,607,NOTES
kors k's How to make OTOGE CORE 「LONG」,H,92.52,77.14,71.51,0,24.68,83.79,1216,NOTES
kors k's How to make OTOGE CORE 「LONG」,A,141.76,139.47,105.05,0,86.62,139.69,1863,NOTES
suspicions,N,51.26,52.85,17.17,0,0,16.11,609,PEAK
suspicions,H,98.82,84.28,19.62,0,0,79.65,1174,NOTES
suspicions,A,160.4,142.1,26.37,0,0,149.31,1908,NOTES
≡+≡,N,56.71,55.71,25.45,0,0,41.43,698,NOTES
≡+≡,H,86.85,80,24.27,0,0,76.49,1069,NOTES
≡+≡,A,123.5,110.52,33.74,0,0,127.64,1520,CHORD
Caldwell 99,N,42.11,34.28,21.99,0,13.28,16.21,530,NOTES
Caldwell 99,H,77.47,64.28,45.73,0,33.31,39.46,975,NOTES
Caldwell 99,A,102.74,94.28,62.52,0,73.34,81.95,1293,NOTES
月と夢の跡 ft. マナ,N,38.11,37.14,18.93,0,0,8.8,484,NOTES
月と夢の跡 ft. マナ,H,61.42,61.42,25.81,0,0,34.41,780,NOTES
月と夢の跡 ft. マナ,A,99.92,91.42,36.14,0,0,105.27,1269,CHORD
Ambush Ace,N,46.02,38.57,16.7,0,24.9,14.79,542,NOTES
Ambush Ace,H,91.29,85.71,19.18,0,44.62,67.77,1075,NOTES
Ambush Ace,A,126.7,106.57,21.65,0,69.09,114.16,1492,NOTES
C-C-C-N-N-N,N,41.71,41.42,39.79,5.08,0,26.71,504,NOTES
C-C-C-N-N-N,H,74.31,90,77.18,21.16,0,73.7,898,PEAK
C-C-C-N-N-N,A,118.67,114.47,109.19,32.21,0,123.25,1434,CHORD
Peaktime Booster,N,48.03,42.85,110.41,0,0,12.29,588,SCRATCH
Peaktime Booster,H,78.34,64.28,151.76,0,0,39.83,959,SCRATCH
Peaktime Booster,A,135.86,111.84,169.87,0,0,110.08,1663,SCRATCH
Move UR Body,N,49.76,52.85,43.73,0,14.21,13.17,597,PEAK
Move UR Body,H,76.61,78.57,46.16,0,26.87,43.74,919,PEAK
Move UR Body,A,110.62,102.63,51.62,0,39.96,104.63,1327,NOTES
儚キ戀ノ幻想譚,N,66.25,52.85,55.11,0,0.93,31.38,797,NOTES
儚キ戀ノ幻想譚,H,97.17,81.42,69.04,0,1.87,70.7,1169,NOTES
儚キ戀ノ幻想譚,A,150.28,131.57,104.55,0,9.21,145.31,1808,NOTES
Always We Trust In You,N,50.11,54.28,24.66,0,15.62,25.01,607,PEAK
Always We Trust In You,H,78.52,78.57,57.75,0,8.12,53.55,951,PEAK
Always We Trust In You,A,134.17,123.68,81.21,0,54.07,127.52,1625,NOTES
3V0,N,41.76,44.28,11.48,0,4.84,8.6,530,PEAK
3V0,H,73.21,75.71,28.13,0,1.4,53.71,929,PEAK
3V0,A,120.58,114.47,105.64,0,3.75,119.79,1530,NOTES
Driver,N,38.07,34.28,15.41,0,0,11.77,450,NOTES
Driver,H,55.08,55.71,47.47,0,0,34.21,651,PEAK
Driver,A,76.66,70,85.07,0,0,66.95,906,SCRATCH
きゅんです。,N,33.26,34.28,13.2,0,0,11.2,367,PEAK
きゅんです。,H,65.62,58.57,28.39,0,0,43.69,724,NOTES
きゅんです。,A,106.69,97.14,29.05,0,0,112.67,1177,CHORD
Rewind Time,N,29.23,27.14,15.34,0,0,9,361,NOTES
Rewind Time,H,53.29,44.28,33.63,0,0,21.57,658,NOTES
Rewind Time,A,89.66,70,54.29,0,0,79.74,1107,NOTES
"wanna be a ""BAD GIRL"" feat. Nana Takahashi",N,32.3,28.57,5.86,0,0,8.8,401,NOTES
"wanna be a ""BAD GIRL"" feat. Nana Takahashi",H,53.57,51.42,14.08,0,0,22.19,665,NOTES
"wanna be a ""BAD GIRL"" feat. Nana Takahashi",A,82.9,65.71,27,0,0,73.55,1029,NOTES
"wanna be a ""BAD GIRL"" feat. Nana Takahashi",L,106.9,81.42,38.74,0,10.31,108.22,1327,CHORD
Fading Stars,N,44.28,44.28,10.5,0,0,22.95,553,NOTES
Fading Stars,H,66.54,58.57,16.91,0,0,51.9,831,NOTES
Fading Stars,A,109.46,88.57,45.5,0,0,98.91,1367,NOTES
Seraph,N,41.27,40,13.23,0,8.28,14.37,500,NOTES
Seraph,H,76.11,77.14,16.24,0,17.48,63.3,922,PEAK
Seraph,A,101.3,107.89,18.04,0,44.06,105.35,1227,PEAK
Perfect Plan,N,44.48,45.71,27.77,0,31.4,26.03,595,PEAK
Perfect Plan,H,68.17,71.42,27.77,0,95.56,50.6,912,CHARGE
Perfect Plan,A,99.27,101.31,33.22,0,144.58,89.29,1328,CHARGE
Swing My Wonderland,N,51.08,51.42,23.61,0,0,15.57,662,PEAK
Swing My Wonderland,H,90.89,82.85,48.34,0,0,68.91,1178,NOTES
Swing My Wonderland,A,121.14,102.63,55.65,0,0,119.95,1570,NOTES
DIAMOND JACKAL,N,46.97,44.28,12.04,31.48,0,11.09,540,NOTES
DIAMOND JACKAL,H,72.98,72.85,48.8,53.06,0,52.05,839,NOTES
DIAMOND JACKAL,A,114.22,119.73,79.22,85.18,0,111.69,1313,PEAK
Summerblue,N,42.38,35.71,19.61,0,4.06,9.39,551,NOTES
Summerblue,H,68.15,57.14,24.65,0,7.81,35.76,886,NOTES
Summerblue,A,94.77,82.85,25.78,0,22.81,76.49,1232,NOTES
Somnidiscotheque,N,55.07,52.85,37.17,0,25.62,12.53,680,NOTES
Somnidiscotheque,H,85.28,90,50.74,0,76.42,28.49,1053,PEAK
Somnidiscotheque,A,143.84,162.5,63.73,0,165.61,105.39,1776,CHARGE
罪過の聖堂,N,88.8,70,31.85,0,0,41.2,449,NOTES
罪過の聖堂,H,107.84,97.14,39.15,0,0,79.73,708,NOTES
罪過の聖堂,A,142.63,115.78,58.39,0,2.34,129.49,1080,NOTES
栄冠のカンパネラ,N,57.05,64.28,27.83,0,80.75,38.94,687,CHARGE
栄冠のカンパネラ,H,91.43,82.85,35.69,0,170.23,78.57,1101,CHARGE
栄冠のカンパネラ,A,165.78,185.71,24.2,0,196.98,152.75,2000,CHARGE
Super Freak,N,44.38,38.57,15.45,0,0,16.8,565,NOTES
Super Freak,H,75.65,62.85,36.05,0,0,41.84,963,NOTES
Super Freak,A,137.78,122.36,54.37,0,0,118,1754,NOTES
楽園追放,N,41.12,40,24.54,0,0,15.51,476,NOTES
楽園追放,H,68.77,60,27.06,0,0,45.72,796,NOTES
楽園追放,A,106.09,85.71,32.73,0,0,86.23,1228,NOTES
#CMFLG,N,48.16,52.85,16.35,0,3.43,9.91,601,PEAK
#CMFLG,H,95.05,80,41.45,0,1.87,45.36,1186,NOTES
#CMFLG,A,140.09,126.31,61.31,0,6.09,122.15,1748,NOTES
神のシナリオ,N,46.45,44.28,14.26,0,14.68,22.08,593,NOTES
神のシナリオ,H,69.09,67.14,22.83,0,103.58,30.8,882,CHARGE
神のシナリオ,A,129.42,126.31,51.36,0,187.01,119.95,1652,CHARGE
EXODUS SIGN,N,50.63,50,28.87,0,0.93,26.15,626,NOTES
EXODUS SIGN,H,74.5,71.42,46.55,0,7.03,55.44,921,NOTES
EXODUS SIGN,A,110.49,109.21,119.36,0,22.5,107.25,1366,SCRATCH
響花水月,N,48.59,58.57,16.88,0,0,18.91,608,PEAK
響花水月,H,77.84,65.71,21.54,0,0,37.36,974,NOTES
響花水月,A,118.84,114.47,37.26,0,0,104.01,1487,NOTES
GET UP AGAIN,N,48.22,48.57,26.16,0,13.28,10.65,564,PEAK
GET UP AGAIN,H,73.18,64.28,26.16,0,47.98,46.58,856,NOTES
GET UP AGAIN,A,104.82,90,47.96,0,74.53,101.28,1226,NOTES
BIGWAVERS,N,45.15,38.57,38.66,0,17.34,22.19,587,NOTES
BIGWAVERS,H,74.07,62.85,32.5,0,41.71,40.91,963,NOTES
BIGWAVERS,A,138.14,127.63,80.69,0,99.54,141.87,1796,CHORD
VOLCANIC BIGBEAT,N,43.91,40,75.34,0,0,10.05,552,SCRATCH
VOLCANIC BIGBEAT,H,74.14,68.57,119.42,0,0,49.81,932,SCRATCH
VOLCANIC BIGBEAT,A,114.86,94.28,149.51,0,0,112.71,1444,SCRATCH
Dreaming Dream,N,33.83,32.85,8.74,0,0,9.8,423,NOTES
Dreaming Dream,H,57.5,55.71,16.89,0,0,44.74,719,NOTES
Dreaming Dream,A,91.42,84.28,27.97,0,0,110.18,1143,CHORD
THE TIME MACHINE,N,45.39,47.14,24.56,0,2.96,6.2,552,PEAK
THE TIME MACHINE,H,74,67.14,49.72,0,13.51,21.87,900,NOTES
THE TIME MACHINE,A,111.01,107.89,56.91,0,2.03,86.71,1350,NOTES
ONE AND ONLY,N,45.98,57.14,56.95,0,0,15.77,600,PEAK
ONE AND ONLY,H,70.42,82.85,67,0,0,37.24,919,PEAK
ONE AND ONLY,A,125.6,135.52,107.78,0,0,113.58,1639,PEAK
CUE CUE RESCUE,N,53.39,48.57,26.15,0,0,23.42,580,NOTES
CUE CUE RESCUE,H,78.52,72.85,32.19,0,0,43.01,853,NOTES
CUE CUE RESCUE,A,117.64,103.94,40.91,0,0,107.53,1278,NOTES
あるビー！ feat.ころねぽち,N,40.16,40,21.65,0,12.03,4.45,500,NOTES
あるビー！ feat.ころねぽち,H,72.3,65.71,53.84,0,23.12,36.8,900,NOTES
あるビー！ feat.ころねぽち,A,117.05,100,77.84,0,77.5,110.37,1457,NOTES
真夜中のバベル,N,30.72,27.14,7.46,0,6.87,1.4,360,NOTES
真夜中のバベル,H,51.81,48.57,13.05,0,24.53,8.6,607,NOTES
真夜中のバベル,A,74.85,72.85,34.82,0,53.12,39.61,877,NOTES
Luna Plena,N,35.99,35.71,26.93,0,0,11.4,438,NOTES
Luna Plena,H,66.88,60,35.91,0,0,44.8,814,NOTES
Luna Plena,A,107.55,87.14,47.29,0,0,110.9,1309,CHORD
Sunny Day Vibes,N,41.45,52.85,18.79,0,41.56,8.91,482,PEAK
Sunny Day Vibes,H,71.29,75.71,13.78,0,83.31,47.13,829,CHARGE
Sunny Day Vibes,A,98.89,95.71,32.58,0,160,101.41,1150,CHARGE
The Clown of 24stairs,N,53.83,47.14,27.77,0,0,30,579,NOTES
The Clown of 24stairs,H,106.55,85.71,56.9,0,0,78.18,1146,NOTES
The Clown of 24stairs,A,165.93,158.92,63.67,0,0,134.6,1788,NOTES
ZEИITH,N,48.93,42.85,25.81,0,0,21.55,580,NOTES
ZEИITH,H,86.05,71.42,70.68,0,0,63.89,1020,NOTES
ZEИITH,A,129.16,123.68,95.27,0,0,117.07,1531,NOTES
Chaotoxin,N,47.93,48.57,26.23,0,0,10.91,599,PEAK
Chaotoxin,H,71.06,74.28,34.98,0,0,32.76,888,PEAK
Chaotoxin,A,136.45,136.84,66.47,0,0,127.55,1705,PEAK
昏き甲鉄のヴェルガ,N,35.77,37.14,14.22,0,0,14.75,458,PEAK
昏き甲鉄のヴェルガ,H,63.5,55.71,15.36,0,0,42.9,813,NOTES
昏き甲鉄のヴェルガ,A,91.93,84.28,29.59,0,0,106.34,1177,CHORD
《ORDERBREAKER》,N,41.74,40,13.69,0,13.12,10.25,511,NOTES
《ORDERBREAKER》,H,66.58,64.28,30.35,0,35.78,40.38,815,NOTES
《ORDERBREAKER》,A,102.69,87.14,59.52,0,167.53,83.85,1257,CHARGE
OVER VOLTAGE,N,42.62,47.14,50.46,0,0,12.45,560,SCRATCH
OVER VOLTAGE,H,71.16,71.42,98.7,0,23.9,40.35,935,SCRATCH
OVER VOLTAGE,A,101.37,100,115.74,0,27.81,85.88,1332,SCRATCH
Hat Surprise (Season 2),N,42.94,37.14,26.78,0,0,10,514,NOTES
Hat Surprise (Season 2),H,77.54,65.71,41.39,0,0,40.57,928,NOTES
Hat Surprise (Season 2),A,144.46,113.15,80.35,0,0,131.09,1729,NOTES
Ōu Legends,N,47.22,44.28,12.43,0,15.78,17.75,581,NOTES
Ōu Legends,H,86.8,84.28,36.12,0,53.87,65.64,1068,NOTES
Ōu Legends,A,137.1,119.73,48.55,0,136.05,120.22,1687,NOTES
Red Soul,N,43.87,42.85,27.08,0,0,21.91,543,NOTES
Red Soul,H,73.93,70,54.74,0,0,38.39,915,NOTES
Red Soul,A,120.71,106.57,129.92,0,0,114.87,1494,SCRATCH
STAR BEAT,N,35.79,34.28,23.2,0,6.56,10.45,427,NOTES
STAR BEAT,H,73.76,64.28,42.74,0,19.21,51.78,880,NOTES
STAR BEAT,A,103.1,88.57,76.94,0,72.35,102.78,1230,NOTES
Get On Your Feet,N,46.51,45.71,11.23,0,23.28,14.65,573,NOTES
Get On Your Feet,H,74.19,72.85,17.15,0,29.68,36.78,914,NOTES
Get On Your Feet,A,112.34,107.89,50.27,0,103.13,102.77,1384,NOTES
Next Level,N,39.88,34.28,45.08,0,19.68,12.89,477,SCRATCH
Next Level,H,68.31,62.85,52.39,0,15.46,38.98,817,NOTES
Next Level,A,91.98,85.71,60.31,0,85.28,88.22,1100,NOTES
I,N,50.95,55.71,27.02,0,9.14,24.24,632,PEAK
I,H,96.02,88.57,29.37,0,68.78,71.3,1191,NOTES
I,A,153.2,138.15,57.56,0,109.83,137.36,1901,NOTES
RINИE,N,47.48,47.14,45.82,0,0,34.85,604,NOTES
RINИE,H,93.24,80,65.3,0,0,97.16,1186,CHORD
RINИE,A,140.57,126.31,71.02,0,0,146.28,1788,CHORD
パーフェクトイーター,N,45.42,37.14,34.72,0,0.46,22,591,NOTES
パーフェクトイーター,H,81.24,68.57,54.88,0,3.75,62.29,1057,NOTES
パーフェクトイーター,A,117.68,98.57,74.48,0,4.53,106.86,1531,NOTES
恋愛＝精度×認識力,N,64.85,67.14,40.08,154.67,10.15,34.87,825,SOFLAN
恋愛＝精度×認識力,H,95.9,95.71,49.25,171.46,28.43,102.75,1220,SOFLAN
恋愛＝精度×認識力,A,138.03,122.36,66.43,182.05,67.5,149.1,1756,SOFLAN
AWA AWA,N,30.26,31.42,6.09,24.97,9.84,9.6,398,PEAK
AWA AWA,H,51.02,48.57,6.64,32.2,33.43,19.05,671,NOTES
AWA AWA,A,88.89,87.14,12.74,51.55,84.78,76.38,1169,NOTES
ちょえちょえまぎか,N,50.57,42.85,22.02,0,0,12.6,619,NOTES
ちょえちょえまぎか,H,94.68,71.42,26.19,0,0,72.18,1159,NOTES
ちょえちょえまぎか,A,124.91,94.28,31.54,0,0,115.53,1529,NOTES
ちょえちょえまぎか,L,170.99,140.78,32.14,0,0,181.38,2098,CHORD
Shamshir,N,45.84,38.57,88.75,0,3.28,5.4,557,SCRATCH
Shamshir,H,61.81,55.71,117.57,0,5,21.43,751,SCRATCH
Shamshir,A,93.17,82.85,154.08,0,18.12,70.46,1132,SCRATCH
Stylus,N,54.88,45.71,38.9,0,0,17.65,627,NOTES
Stylus,H,86.92,68.57,37.62,0,0,41.37,993,NOTES
Stylus,A,126.05,101.31,50.38,0,0,104.71,1440,NOTES
JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,N,64.64,57.14,44.31,0,0,41.37,882,NOTES
JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,H,93.15,85.71,69.94,0,0,85.46,1271,NOTES
JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,A,143.57,117.1,73.68,0,0,155.68,1959,CHORD
CADENZA,N,57.56,50,45.99,0,0,15.55,775,NOTES
CADENZA,H,94.84,82.85,70.34,0,0,36.75,1277,NOTES
CADENZA,A,174.57,146.05,101.01,0,0,163.88,2357,NOTES
The Last Apocalypse,N,54.55,52.85,27.16,0,0.93,23.75,717,NOTES
The Last Apocalypse,H,97.09,90,66.52,0,0.93,67.33,1276,NOTES
The Last Apocalypse,A,144.8,118.42,93.69,0,3.28,128.54,1903,NOTES
Iris,N,36.03,30,9.35,0,0,9.6,421,NOTES
Iris,H,66.33,64.28,26.19,0,0,44.58,775,NOTES
Iris,A,94.91,80,31.8,0,0,80.36,1109,NOTES
電子になりたい,N,39.18,31.42,12.76,0,0,7.4,425,NOTES
電子になりたい,H,67.21,58.57,21.49,0,0,43.41,729,NOTES
電子になりたい,A,93.77,72.85,53.74,0,8.43,63.97,1017,NOTES
Vulnerability,N,56.68,50,17.79,0,1.87,2.6,673,NOTES
Vulnerability,H,85.65,87.14,56.45,0,98.26,47.3,1017,CHARGE
Vulnerability,A,158.58,135.52,100.36,0,129.69,142.79,1885,NOTES
Time Distortion pt.2(IIDX Edit),N,54.31,45.71,23.13,0,0,16.99,667,NOTES
Time Distortion pt.2(IIDX Edit),H,81.02,70,26.69,0,0,44.46,995,NOTES
Time Distortion pt.2(IIDX Edit),A,121.49,103.94,39.74,0,0,117.31,1492,NOTES
frequent,N,52.53,40,25.9,0,0,13.63,665,NOTES
frequent,H,93.06,71.42,28.2,0,0,45.5,1178,NOTES
frequent,A,150.1,130.26,40.29,0,0,142.09,1900,NOTES
Cult Invitation,N,47.27,48.57,49.36,0,0,17.99,621,SCRATCH
Cult Invitation,H,74.91,67.14,109.28,0,0,45.7,984,SCRATCH
Cult Invitation,A,137.33,135.52,164.21,0,0,123.77,1804,SCRATCH
Chemical Colours,N,43.22,37.14,49.09,0,9.84,12.2,526,SCRATCH
Chemical Colours,H,85.04,70,63.45,0,33.82,56.3,1035,NOTES
Chemical Colours,A,116.35,92.85,85,0,56.87,108.92,1416,NOTES
WaterCube Pf.(RX-Ver.S.P.L.),N,24.34,22.85,15.03,15.75,0,3.59,295,NOTES
WaterCube Pf.(RX-Ver.S.P.L.),H,57.77,51.42,34.27,33.98,0,29.33,700,NOTES
WaterCube Pf.(RX-Ver.S.P.L.),A,92.43,87.14,70.35,63.65,0,86.87,1120,NOTES
Sword of Vengeance,N,56.07,57.14,28.13,0,2.65,14.01,726,PEAK
Sword of Vengeance,H,86.12,80,31.51,0,2.65,58.86,1115,NOTES
Sword of Vengeance,A,127.45,118.42,51.77,0,3.9,125.18,1650,NOTES
Psychedelic Intelligence,N,46.39,42.85,26.04,0,0,9.05,636,NOTES
Psychedelic Intelligence,H,70.02,58.57,32.95,0,0,22.09,960,NOTES
Psychedelic Intelligence,A,105.62,94.28,37.2,0,0,96.75,1448,NOTES
終焔のClaudia,N,62.85,64.28,22.92,57.86,0,17.45,719,PEAK
終焔のClaudia,H,88.64,84.28,40.12,81.12,0,56.96,1014,NOTES
終焔のClaudia,A,122.9,121.05,42.67,94.93,0,116.48,1406,NOTES
Get Higher,N,39.73,47.14,4.66,0,16.87,8.6,496,PEAK
Get Higher,H,71.21,71.42,14,0,23.4,42.83,889,PEAK
Get Higher,A,93.8,101.31,24.51,0,39.03,71.48,1171,PEAK
Amethyst,N,52.13,57.14,26.19,0,0,28.42,667,PEAK
Amethyst,H,72.93,65.71,28.47,0,0,35.91,933,NOTES
Amethyst,A,103.33,105.26,41,0,0,77.49,1322,PEAK
Mukade,N,46.15,45.71,24.1,0,10.15,10.31,572,NOTES
Mukade,H,78.02,62.85,25.86,0,21.71,27.79,967,NOTES
Mukade,A,132.73,119.73,37.03,0,45.93,106.69,1645,NOTES
Glitch N Ride,N,36.02,48.57,25.62,95.59,56.4,17.77,461,SOFLAN
Glitch N Ride,H,65.17,81.42,44.4,132.13,93.21,43.48,834,SOFLAN
Glitch N Ride,A,108.54,143.42,56.36,154.22,150.58,105.82,1389,SOFLAN
winkle 2 winkle,N,43.96,35.71,35.32,0,0,5.8,535,NOTES
winkle 2 winkle,H,78.39,74.28,60.47,0,0,50.27,954,NOTES
winkle 2 winkle,A,115.7,105.26,65.26,0,0,105.58,1408,NOTES
"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",N,41.5,35.71,32.85,0,0,12.2,543,NOTES
"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",H,76.5,67.14,123.52,0,0,49.69,1001,SCRATCH
"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",A,125.87,117.1,175.14,0,0,117.33,1647,SCRATCH
果たせぬ約束 ft. 小林マナ,N,45.58,44.28,28.61,0,0,21.53,592,NOTES
果たせぬ約束 ft. 小林マナ,H,76.07,62.85,38.71,0,0,47.04,988,NOTES
果たせぬ約束 ft. 小林マナ,A,116.66,102.63,43.19,0,0,122.45,1515,CHORD
COUNTING SHEEP ft. Kanae Asaba,N,31.89,31.42,10.96,0,0,9.6,339,NOTES
COUNTING SHEEP ft. Kanae Asaba,H,61.99,51.42,19.87,0,0,34.49,659,NOTES
COUNTING SHEEP ft. Kanae Asaba,A,104.8,88.57,21.24,0,0,111.86,1114,CHORD
Tripping Jumping,N,34.86,34.28,40.13,0,0,11.23,424,SCRATCH
Tripping Jumping,H,66.19,55.71,82.07,0,0,44.26,805,SCRATCH
Tripping Jumping,A,95.87,84.28,153.22,0,27.39,74.89,1166,SCRATCH
Out of Control,N,47.34,42.85,25.05,0,18.59,10.25,592,NOTES
Out of Control,H,94.2,84.28,36.12,0,65.64,51.61,1178,NOTES
Out of Control,A,127.79,122.36,60.01,0,112.55,107.27,1598,NOTES
Echoes of Sunfall,N,43.18,48.57,36.16,0,3.75,22.75,522,PEAK
Echoes of Sunfall,H,69.33,70,41.59,0,9.37,61.29,838,PEAK
Echoes of Sunfall,A,125.58,122.36,62.68,0,30.15,116.41,1518,NOTES
Bitter & Lucky,N,35.91,32.85,12.4,15.14,11.25,3.8,443,NOTES
Bitter & Lucky,H,57.08,52.85,37.8,37.05,17.18,28.08,704,NOTES
Bitter & Lucky,A,104.34,90,98.06,76.77,64.09,97.97,1287,NOTES
Dahlia,N,52.34,54.28,34.41,0,2.34,32.05,665,PEAK
Dahlia,H,86.19,90,69.97,0,0.93,72.68,1095,PEAK
Dahlia,A,127.29,131.57,78.57,0,1.87,121.99,1617,PEAK
Jumper,N,38.75,35.71,20.34,0,9.06,10.8,458,NOTES
Jumper,H,64.56,57.14,43.15,0,6.25,38.5,763,NOTES
Jumper,A,102.72,111.84,69.04,0,32.81,105.68,1214,PEAK
アタシ完全絶対正義ちゃん！,N,40.48,38.57,20.13,0,0,7,498,NOTES
アタシ完全絶対正義ちゃん！,H,66.09,57.14,24.28,0,0,35.12,813,NOTES
アタシ完全絶対正義ちゃん！,A,87.96,77.14,31.98,0,0,75.77,1082,NOTES
シンデレラ,N,34.61,32.85,23.03,0,10.31,7,438,NOTES
シンデレラ,H,61.64,58.57,33.39,0,19.84,37.2,780,NOTES
シンデレラ,A,88.44,81.42,48.36,0,41.75,80.96,1119,NOTES
摩天楼,N,26.57,35.71,6.67,0,14.68,9.2,348,PEAK
摩天楼,H,58.19,70,6.67,0,78.73,21.83,762,CHARGE
摩天楼,A,99.96,131.57,12.79,0,176.06,100.85,1309,CHARGE
惑星鉄道,N,45.52,51.42,15.76,129.2,39.43,19.89,589,SOFLAN
惑星鉄道,H,86.48,100,27.02,162.64,63.82,41.53,1119,SOFLAN
惑星鉄道,A,126.2,162.5,43.91,182.75,81.57,95.77,1633,SOFLAN
センチメンタル・サマー,N,27.53,27.14,6.54,0,10.62,4.25,337,NOTES
センチメンタル・サマー,H,53.26,55.71,13.69,0,23.75,28.67,652,PEAK
センチメンタル・サマー,A,82.02,67.14,19.04,0,27.76,67.35,1004,NOTES
Demon March,N,61.54,65.71,29.93,0,17.18,36.88,749,PEAK
Demon March,H,99.34,88.57,34.12,0,62.06,71.24,1209,NOTES
Demon March,A,153.99,138.15,45.49,0,100.37,141.16,1875,NOTES
Aeterna,N,41.13,37.14,7.82,0,2.81,16.59,498,NOTES
Aeterna,H,65.83,64.28,9.62,0,8.43,39.76,797,NOTES
